Expense Code,Expense Amount (SAR),Month,Expense Quantity,Government Entity
23302,1.91,7/1/2017,54720,Ministry of Education
23302,1.91,1/1/2018,1824,Ministry of Education
23352,3.52,7/1/2017,28,Ministry of Education
23352,3.52,9/1/2017,147,Ministry of Education
23352,3.52,2/1/2018,35,Ministry of Education
23353,5.9,6/1/2017,432,Ministry of Education
23353,5.9,12/1/2017,1296,Ministry of Education
23353,5.9,9/1/2017,480,Ministry of Education
23353,5.9,8/1/2017,96,Ministry of Education
23377,9.12,4/1/2017,60,Ministry of Education
23377,9.12,5/1/2017,40,Ministry of Education
23377,9.12,3/1/2018,60,Ministry of Education
23377,9.12,10/1/2017,300,Ministry of Education
23377,9.12,6/1/2017,40,Ministry of Education
23377,9.12,12/1/2017,140,Ministry of Education
23377,9.12,4/1/2018,180,Ministry of Education
23398,4.65,2/1/2018,240,Ministry of Education
23398,4.65,7/1/2017,160,Ministry of Education
23398,4.65,9/1/2017,400,Ministry of Education
23406,1.22,2/1/2018,1800,Ministry of Education
23406,1.22,5/1/2017,1200,Ministry of Education
23406,1.22,11/1/2017,1800,Ministry of Education
23406,1.22,3/1/2018,4000,Ministry of Education
23406,1.22,5/1/2018,200,Ministry of Education
23409,8.77,2/1/2018,3078,Ministry of Education
23409,8.77,8/1/2017,1368,Ministry of Education
23409,8.77,1/1/2018,2052,Ministry of Education
23409,8.77,7/1/2017,3078,Ministry of Education
23409,8.77,11/1/2017,1710,Ministry of Education
23409,8.77,5/1/2018,2052,Ministry of Education
23409,8.77,9/1/2017,798,Ministry of Education
23424,3.11,2/1/2018,476,Ministry of Education
23424,3.11,7/1/2017,3332,Ministry of Education
23424,3.11,9/1/2017,714,Ministry of Education
23428,9.17,7/1/2017,396,Ministry of Education
23428,9.17,11/1/2017,528,Ministry of Education
23428,9.17,2/1/2018,396,Ministry of Education
23428,9.17,9/1/2017,330,Ministry of Education
23428,9.17,8/1/2017,198,Ministry of Education
23428,9.17,1/1/2018,110,Ministry of Education
23428,9.17,5/1/2018,22,Ministry of Education
5,3.11,6/1/2017,3700,Ministry of Education
5,3.11,8/1/2017,740,Ministry of Education
5,3.11,12/1/2017,4440,Ministry of Education
5,3.11,9/1/2017,4995,Ministry of Education
20,8.43,6/1/2017,291,Ministry of Health
20,8.43,10/1/2017,1164,Ministry of Health
20,8.43,3/1/2018,485,Ministry of Health
20,8.43,11/1/2017,15,Ministry of Education
20,8.43,2/1/2018,4,Ministry of Education
20,8.43,5/1/2018,4,Ministry of Education
25,9.35,6/1/2017,498,Ministry of Education
25,9.35,10/1/2017,2988,Ministry of Education
25,9.35,3/1/2018,498,Ministry of Education
36,9.43,1/1/2018,1155,Ministry of Health
36,9.43,6/1/2017,396,Ministry of Education
36,9.43,8/1/2017,99,Ministry of Education
36,9.43,12/1/2017,462,Ministry of Education
36,9.43,9/1/2017,264,Ministry of Education
37,6.71,7/1/2017,896,Ministry of Education
37,6.71,2/1/2018,168,Ministry of Education
37,6.71,9/1/2017,1008,Ministry of Education
38,9.75,6/1/2017,540,Ministry of Education
38,9.75,11/1/2017,320,Ministry of Health
38,9.75,5/1/2018,400,Ministry of Health
45,3.61,9/1/2017,3330,Ministry of Health
45,3.61,5/1/2017,26504,Ministry of Health
45,3.61,2/1/2018,18774,Ministry of Health
45,3.61,7/1/2017,25548,Ministry of Energy
45,3.61,5/1/2018,48864,Ministry of Health
45,3.61,11/1/2017,59970,Ministry of Health
45,3.61,6/1/2017,19650,Ministry of Health
45,3.61,10/1/2017,1881,Ministry of Health
45,3.61,7/1/2017,10864,Ministry of Health
45,3.61,6/1/2017,1179,Ministry of Energy
45,3.61,8/1/2017,16720,Ministry of Energy
45,3.61,3/1/2018,578,Ministry of Health
45,3.61,4/1/2018,2240,Ministry of Health
45,3.61,5/1/2017,5530,Ministry of Energy
45,3.61,4/1/2017,3850,Ministry of Health
45,3.61,5/1/2018,5604,Ministry of Energy
45,3.61,4/1/2018,8028,Ministry of Energy
45,3.61,12/1/2017,3376,Ministry of Health
45,3.61,3/1/2018,3510,Ministry of Energy
45,3.61,9/1/2017,1472,Ministry of Energy
45,3.61,11/1/2017,8304,Ministry of Energy
45,3.61,4/1/2017,6600,Ministry of Energy
45,3.61,4/1/2017,4050,Ministry of Education
45,3.61,6/1/2017,6480,Ministry of Education
45,3.61,10/1/2017,540,Ministry of Education
45,3.61,12/1/2017,540,Ministry of Education
45,3.61,5/1/2017,1080,Ministry of Education
45,3.61,4/1/2018,540,Ministry of Education
45,3.61,3/1/2018,1620,Ministry of Education
45,3.61,1/1/2018,2376,Ministry of Health
45,3.61,8/1/2017,1428,Ministry of Health
45,3.61,10/1/2017,1930,Ministry of Energy
45,3.61,12/1/2017,1384,Ministry of Energy
45,3.61,2/1/2018,558,Ministry of Energy
45,3.61,1/1/2018,1554,Ministry of Energy
46,9.16,6/1/2017,10647,Ministry of Education
46,9.16,10/1/2017,507,Ministry of Education
46,9.16,3/1/2018,9126,Ministry of Education
56,8.45,7/1/2017,560,Ministry of Education
56,8.45,1/1/2018,160,Ministry of Education
60,10.49,8/1/2017,750,Ministry of Education
60,10.49,1/1/2018,200,Ministry of Education
60,10.49,11/1/2017,900,Ministry of Education
60,10.49,7/1/2017,1050,Ministry of Education
60,10.49,2/1/2018,900,Ministry of Education
60,10.49,5/1/2018,600,Ministry of Education
60,10.49,9/1/2017,1000,Ministry of Education
87,0.97,9/1/2017,1320,Ministry of Education
90,10.61,6/1/2017,588,Ministry of Education
90,10.61,12/1/2017,588,Ministry of Education
90,10.61,8/1/2017,1323,Ministry of Education
90,10.61,9/1/2017,882,Ministry of Education
137,7.34,11/1/2017,630,Ministry of Education
137,7.34,7/1/2017,810,Ministry of Education
137,7.34,2/1/2018,90,Ministry of Education
137,7.34,8/1/2017,270,Ministry of Education
137,7.34,1/1/2018,90,Ministry of Education
137,7.34,5/1/2018,450,Ministry of Education
137,7.34,9/1/2017,900,Ministry of Education
139,2.3,11/1/2017,2440,Ministry of Education
139,2.3,7/1/2017,1525,Ministry of Education
139,2.3,2/1/2018,3050,Ministry of Education
139,2.3,8/1/2017,1830,Ministry of Education
139,2.3,1/1/2018,610,Ministry of Education
139,2.3,5/1/2018,4575,Ministry of Education
139,2.3,9/1/2017,1220,Ministry of Education
149,9.42,6/1/2017,5616,Ministry of Education
149,9.42,12/1/2017,5616,Ministry of Education
149,9.42,8/1/2017,5616,Ministry of Education
149,9.42,9/1/2017,9360,Ministry of Education
149,9.42,4/1/2017,1464,Ministry of Energy
149,9.42,11/1/2017,1098,Ministry of Energy
149,9.42,10/1/2017,6588,Ministry of Energy
149,9.42,6/1/2017,6588,Ministry of Energy
149,9.42,5/1/2017,1464,Ministry of Energy
149,9.42,12/1/2017,3660,Ministry of Energy
149,9.42,7/1/2017,5124,Ministry of Energy
149,9.42,2/1/2018,1830,Ministry of Energy
149,9.42,1/1/2018,1098,Ministry of Energy
149,9.42,4/1/2018,3660,Ministry of Energy
149,9.42,3/1/2018,7320,Ministry of Energy
149,9.42,8/1/2017,3660,Ministry of Energy
149,9.42,5/1/2018,2196,Ministry of Energy
149,9.42,9/1/2017,1830,Ministry of Energy
150,9.02,6/1/2017,39560,Ministry of Energy
150,9.02,2/1/2018,5364,Ministry of Energy
150,9.02,9/1/2017,38352,Ministry of Energy
150,9.02,7/1/2017,15740,Ministry of Energy
150,9.02,8/1/2017,13100,Ministry of Energy
150,9.02,1/1/2018,9107,Ministry of Energy
150,9.02,10/1/2017,4940,Ministry of Energy
150,9.02,4/1/2018,2078,Ministry of Energy
150,9.02,5/1/2017,18324,Ministry of Energy
150,9.02,4/1/2017,13734,Ministry of Energy
150,9.02,3/1/2018,1878,Ministry of Energy
150,9.02,12/1/2017,21141,Ministry of Energy
150,9.02,5/1/2018,2776,Ministry of Energy
150,9.02,11/1/2017,6550,Ministry of Energy
150,9.02,3/1/2018,276,Ministry of Education
150,9.02,5/1/2017,2484,Ministry of Education
163,7.77,11/1/2017,364,Ministry of Health
163,7.77,7/1/2017,364,Ministry of Health
163,7.77,2/1/2018,364,Ministry of Health
163,7.77,8/1/2017,1092,Ministry of Health
163,7.77,1/1/2018,1638,Ministry of Health
163,7.77,5/1/2018,1456,Ministry of Health
163,7.77,9/1/2017,273,Ministry of Health
163,7.77,4/1/2017,47,Ministry of Education
163,7.77,6/1/2017,282,Ministry of Education
163,7.77,12/1/2017,188,Ministry of Education
163,7.77,10/1/2017,564,Ministry of Education
163,7.77,4/1/2018,423,Ministry of Education
163,7.77,3/1/2018,846,Ministry of Education
163,7.77,5/1/2017,141,Ministry of Education
172,0.52,12/1/2017,22284,Ministry of Education
172,0.52,6/1/2017,25998,Ministry of Education
172,0.52,7/1/2017,2700,Ministry of Health
172,0.52,1/1/2018,2700,Ministry of Health
184,1.09,6/1/2017,1800,Ministry of Health
184,1.09,4/1/2017,1326,Ministry of Education
184,1.09,7/1/2017,1768,Ministry of Education
184,1.09,10/1/2017,2652,Ministry of Education
184,1.09,1/1/2018,1547,Ministry of Education
184,1.09,4/1/2018,1768,Ministry of Education
203,4.02,4/1/2017,18540,Ministry of Education
203,4.02,6/1/2017,1854,Ministry of Education
203,4.02,5/1/2017,25029,Ministry of Education
203,4.02,4/1/2018,1854,Ministry of Education
203,4.02,10/1/2017,1854,Ministry of Education
203,4.02,12/1/2017,5562,Ministry of Education
203,4.02,3/1/2018,1854,Ministry of Education
203,4.02,11/1/2017,10980,Ministry of Energy
203,4.02,7/1/2017,610,Ministry of Energy
203,4.02,8/1/2017,4880,Ministry of Energy
203,4.02,1/1/2018,4270,Ministry of Energy
203,4.02,2/1/2018,18300,Ministry of Energy
203,4.02,5/1/2018,1220,Ministry of Energy
203,4.02,9/1/2017,7320,Ministry of Energy
217,2.98,5/1/2017,2048,Ministry of Energy
217,2.98,3/1/2018,9216,Ministry of Energy
217,2.98,6/1/2017,1089,Ministry of Education
217,2.98,12/1/2017,1452,Ministry of Education
217,2.98,8/1/2017,1694,Ministry of Education
217,2.98,9/1/2017,605,Ministry of Education
246,1.38,4/1/2017,52,Ministry of Education
246,1.38,7/1/2017,260,Ministry of Education
246,1.38,10/1/2017,312,Ministry of Education
246,1.38,1/1/2018,312,Ministry of Education
246,1.38,4/1/2018,260,Ministry of Education
257,10.4,5/1/2017,9207,Ministry of Education
257,10.4,3/1/2018,5456,Ministry of Education
331,4.12,6/1/2017,360,Ministry of Education
331,4.12,10/1/2017,210,Ministry of Education
331,4.12,3/1/2018,180,Ministry of Education
333,1.1,4/1/2017,120,Ministry of Education
333,1.1,4/1/2018,160,Ministry of Education
340,9.5,7/1/2017,10400,Ministry of Energy
340,9.5,10/1/2017,4480,Ministry of Education
340,9.5,1/1/2018,6720,Ministry of Education
340,9.5,4/1/2017,33600,Ministry of Education
340,9.5,7/1/2017,11200,Ministry of Education
340,9.5,4/1/2018,20160,Ministry of Education
343,3.7,3/1/2018,4200,Ministry of Education
346,2,5/1/2017,7518,Ministry of Education
346,2,4/1/2017,5728,Ministry of Education
346,2,4/1/2018,5370,Ministry of Education
346,2,12/1/2017,2506,Ministry of Education
351,9.56,11/1/2017,2532,Ministry of Education
351,9.56,2/1/2018,5064,Ministry of Education
351,9.56,5/1/2018,6330,Ministry of Education
369,3.89,6/1/2017,210,Ministry of Education
369,3.89,10/1/2017,120,Ministry of Education
369,3.89,3/1/2018,210,Ministry of Education
376,10.17,4/1/2017,13500,Ministry of Health
376,10.17,4/1/2018,15000,Ministry of Health
376,10.17,10/1/2017,15000,Ministry of Health
376,10.17,6/1/2017,400,Ministry of Education
378,7.63,6/1/2017,13083,Ministry of Education
378,7.63,10/1/2017,9968,Ministry of Education
378,7.63,3/1/2018,4361,Ministry of Education
378,7.63,6/1/2017,2500,Ministry of Health
378,7.63,12/1/2017,625,Ministry of Health
459,5.49,2/1/2018,2230,Ministry of Education
472,8.34,4/1/2017,3800,Ministry of Health
472,8.34,6/1/2017,2280,Ministry of Health
472,8.34,10/1/2017,13680,Ministry of Health
472,8.34,12/1/2017,7600,Ministry of Health
472,8.34,4/1/2018,1520,Ministry of Health
472,8.34,3/1/2018,7600,Ministry of Health
472,8.34,5/1/2017,4560,Ministry of Health
472,8.34,11/1/2017,595,Ministry of Education
472,8.34,8/1/2017,510,Ministry of Education
472,8.34,1/1/2018,1190,Ministry of Education
472,8.34,5/1/2018,1700,Ministry of Education
474,10.38,8/1/2017,8430,Ministry of Health
474,10.38,12/1/2017,1686,Ministry of Health
474,10.38,6/1/2017,11240,Ministry of Health
474,10.38,9/1/2017,562,Ministry of Health
474,10.38,11/1/2017,94,Ministry of Education
474,10.38,7/1/2017,188,Ministry of Education
474,10.38,2/1/2018,423,Ministry of Education
474,10.38,8/1/2017,376,Ministry of Education
474,10.38,1/1/2018,282,Ministry of Education
474,10.38,5/1/2018,564,Ministry of Education
474,10.38,9/1/2017,705,Ministry of Education
479,4.6,10/1/2017,17560,Ministry of Education
479,4.6,3/1/2018,8780,Ministry of Education
479,4.6,6/1/2017,35120,Ministry of Education
479,4.6,6/1/2017,550,Ministry of Energy
479,4.6,12/1/2017,7425,Ministry of Energy
479,4.6,4/1/2017,1614,Ministry of Health
479,4.6,5/1/2017,538,Ministry of Health
479,4.6,4/1/2018,2152,Ministry of Health
479,4.6,10/1/2017,1076,Ministry of Health
479,4.6,3/1/2018,2421,Ministry of Health
479,4.6,12/1/2017,4842,Ministry of Health
479,4.6,6/1/2017,2690,Ministry of Health
483,7.82,8/1/2017,126,Ministry of Health
483,7.82,12/1/2017,1890,Ministry of Health
483,7.82,6/1/2017,126,Ministry of Health
483,7.82,9/1/2017,378,Ministry of Health
483,7.82,11/1/2017,364,Ministry of Education
483,7.82,2/1/2018,468,Ministry of Education
483,7.82,8/1/2017,936,Ministry of Education
483,7.82,1/1/2018,624,Ministry of Education
483,7.82,7/1/2017,208,Ministry of Education
483,7.82,5/1/2018,520,Ministry of Education
483,7.82,9/1/2017,1040,Ministry of Education
485,7.18,7/1/2017,1020,Ministry of Health
485,7.18,1/1/2018,1530,Ministry of Health
485,7.18,4/1/2017,2016,Ministry of Education
485,7.18,6/1/2017,4480,Ministry of Education
485,7.18,10/1/2017,2688,Ministry of Education
485,7.18,5/1/2017,1792,Ministry of Education
485,7.18,12/1/2017,6720,Ministry of Education
485,7.18,4/1/2018,3360,Ministry of Education
485,7.18,3/1/2018,2240,Ministry of Education
486,1.15,2/1/2018,3096,Ministry of Health
486,1.15,7/1/2017,1161,Ministry of Health
486,1.15,9/1/2017,10449,Ministry of Health
486,1.15,4/1/2017,190,Ministry of Education
486,1.15,7/1/2017,114,Ministry of Education
486,1.15,10/1/2017,266,Ministry of Education
486,1.15,1/1/2018,76,Ministry of Education
486,1.15,4/1/2018,285,Ministry of Education
488,5.2,5/1/2017,1440,Ministry of Health
488,5.2,6/1/2017,180,Ministry of Education
497,5.19,6/1/2017,840,Ministry of Education
497,5.19,10/1/2017,840,Ministry of Education
497,5.19,3/1/2018,240,Ministry of Education
499,2.41,9/1/2017,400,Ministry of Education
501,8.31,6/1/2017,448,Ministry of Education
501,8.31,12/1/2017,224,Ministry of Education
501,8.31,8/1/2017,112,Ministry of Education
501,8.31,9/1/2017,672,Ministry of Education
581,4.05,6/1/2017,1400,Ministry of Education
581,4.05,10/1/2017,1200,Ministry of Education
581,4.05,3/1/2018,600,Ministry of Education
589,4.43,10/1/2017,80,Ministry of Health
589,4.43,3/1/2018,120,Ministry of Health
589,4.43,6/1/2017,80,Ministry of Health
589,4.43,6/1/2017,120,Ministry of Education
589,4.43,10/1/2017,90,Ministry of Education
589,4.43,3/1/2018,150,Ministry of Education
594,7.5,1/1/2018,2000,Ministry of Education
594,7.5,6/1/2017,480,Ministry of Health
596,2.57,4/1/2017,1563,Ministry of Energy
596,2.57,6/1/2017,2605,Ministry of Energy
596,2.57,12/1/2017,2084,Ministry of Energy
596,2.57,10/1/2017,3126,Ministry of Energy
596,2.57,4/1/2018,2084,Ministry of Energy
596,2.57,3/1/2018,5210,Ministry of Energy
596,2.57,5/1/2017,3126,Ministry of Energy
596,2.57,4/1/2017,1137,Ministry of Education
596,2.57,7/1/2017,758,Ministry of Education
596,2.57,10/1/2017,1516,Ministry of Education
596,2.57,1/1/2018,1516,Ministry of Education
596,2.57,4/1/2018,1516,Ministry of Education
597,7.58,6/1/2017,1422,Ministry of Health
597,7.58,12/1/2017,1185,Ministry of Health
597,7.58,8/1/2017,474,Ministry of Health
597,7.58,9/1/2017,2133,Ministry of Health
597,7.58,4/1/2017,318,Ministry of Education
597,7.58,7/1/2017,106,Ministry of Education
597,7.58,10/1/2017,954,Ministry of Education
597,7.58,1/1/2018,265,Ministry of Education
597,7.58,4/1/2018,795,Ministry of Education
618,10.16,6/1/2017,3171,Ministry of Education
618,10.16,12/1/2017,604,Ministry of Education
618,10.16,8/1/2017,1510,Ministry of Education
618,10.16,9/1/2017,1510,Ministry of Education
619,6.7,6/1/2017,270,Ministry of Education
619,6.7,10/1/2017,150,Ministry of Education
619,6.7,3/1/2018,75,Ministry of Education
629,9.38,11/1/2017,1212,Ministry of Education
629,9.38,2/1/2018,1818,Ministry of Education
629,9.38,8/1/2017,1414,Ministry of Education
629,9.38,1/1/2018,4242,Ministry of Education
629,9.38,7/1/2017,1414,Ministry of Education
629,9.38,5/1/2018,2828,Ministry of Education
629,9.38,9/1/2017,1212,Ministry of Education
636,6.14,7/1/2017,1512,Ministry of Education
636,6.14,1/1/2018,216,Ministry of Education
641,10.55,4/1/2017,380,Ministry of Education
641,10.55,5/1/2017,133,Ministry of Education
641,10.55,12/1/2017,114,Ministry of Education
641,10.55,4/1/2018,133,Ministry of Education
644,8.65,6/1/2017,540,Ministry of Health
644,8.65,12/1/2017,810,Ministry of Health
644,8.65,8/1/2017,540,Ministry of Health
644,8.65,9/1/2017,1620,Ministry of Health
644,8.65,4/1/2017,1460,Ministry of Energy
644,8.65,6/1/2017,146,Ministry of Energy
644,8.65,12/1/2017,1095,Ministry of Energy
644,8.65,10/1/2017,2190,Ministry of Energy
644,8.65,4/1/2018,1168,Ministry of Energy
644,8.65,3/1/2018,1533,Ministry of Energy
644,8.65,5/1/2017,657,Ministry of Energy
644,8.65,11/1/2017,91,Ministry of Education
644,8.65,5/1/2017,273,Ministry of Education
644,8.65,2/1/2018,13,Ministry of Education
644,8.65,3/1/2018,156,Ministry of Education
644,8.65,5/1/2018,273,Ministry of Education
648,7.23,8/1/2017,10000,Ministry of Health
648,7.23,12/1/2017,3000,Ministry of Health
648,7.23,6/1/2017,3500,Ministry of Health
648,7.23,9/1/2017,3000,Ministry of Health
648,7.23,4/1/2017,710,Ministry of Education
648,7.23,7/1/2017,639,Ministry of Education
648,7.23,10/1/2017,568,Ministry of Education
648,7.23,1/1/2018,71,Ministry of Education
648,7.23,4/1/2018,355,Ministry of Education
649,1.51,6/1/2017,3480,Ministry of Education
649,1.51,12/1/2017,13920,Ministry of Education
649,1.51,10/1/2017,1600,Ministry of Health
