"Expense Code,Month,Expense Quantity,Government Entity",
"21101,42887,9560,Ministry of Energy",
"21101,43101,2574,Ministry of Energy",
"21101,42948,1143,Ministry of Energy",
"21101,42979,6972,Ministry of Energy",
"21101,43070,849,Ministry of Energy",
"21101,42856,2184,Ministry of Energy",
"21101,43040,3945,Ministry of Energy",
"21101,43221,4734,Ministry of Energy",
"21101,43132,4212,Ministry of Energy",
"21101,42826,1344,Ministry of Energy",
"21101,43191,3360,Ministry of Energy",
"21101,42917,3870,Ministry of Energy",
"21101,43160,1110,Ministry of Energy",
"21101,43009,5280,Ministry of Energy",
"21103,42948,1275,Ministry of Health",
"21103,42917,765,Ministry of Health",
"21103,43040,1785,Ministry of Health",
"21103,43101,510,Ministry of Health",
"21103,43132,3825,Ministry of Health",
"21103,43221,4590,Ministry of Health",
"21103,42979,765,Ministry of Health",
"21104,42887,225,Ministry of Education",
"21104,43070,675,Ministry of Education",
"21104,42826,525,Ministry of Education",
"21104,42856,150,Ministry of Education",
"21104,43009,225,Ministry of Education",
"21104,43160,75,Ministry of Education",
"21104,43191,250,Ministry of Education",
"21105,42917,198,Ministry of Education",
"21105,43040,495,Ministry of Education",
"21105,43132,99,Ministry of Education",
"21105,42948,198,Ministry of Education",
"21105,43101,594,Ministry of Education",
"21105,43221,198,Ministry of Education",
"21105,42979,264,Ministry of Education",
"21106,42826,655,Ministry of Education",
"21106,42856,1965,Ministry of Education",
"21106,42887,1834,Ministry of Education",
"21106,43070,3537,Ministry of Education",
"21106,43009,1179,Ministry of Education",
"21106,43160,2620,Ministry of Education",
"21106,43191,393,Ministry of Education",
"21107,43009,112,Ministry of Education",
"21107,42887,28,Ministry of Education",
"21107,43070,336,Ministry of Education",
"21107,42826,112,Ministry of Education",
"21107,42856,98,Ministry of Education",
"21107,43160,112,Ministry of Education",
"21107,43191,126,Ministry of Education",
"21108,43040,504,Ministry of Energy",
"21108,42917,1176,Ministry of Energy",
"21108,42948,504,Ministry of Energy",
"21108,43101,840,Ministry of Energy",
"21108,43132,2016,Ministry of Energy",
"21108,43221,336,Ministry of Energy",
"21108,42979,3024,Ministry of Energy",
"21109,42917,606,Ministry of Energy",
"21109,43040,1010,Ministry of Energy",
"21109,42948,404,Ministry of Energy",
"21109,43101,909,Ministry of Energy",
"21109,43132,1616,Ministry of Energy",
"21109,43221,404,Ministry of Energy",
"21109,42979,202,Ministry of Energy",
"21109,42887,198,Ministry of Housing",
"21109,42826,44,Ministry of Housing",
"21109,43040,330,Ministry of Housing",
"21109,42917,99,Ministry of Housing",
"21109,42856,22,Ministry of Housing",
"21109,42948,88,Ministry of Housing",
"21109,43101,297,Ministry of Housing",
"21109,43132,22,Ministry of Housing",
"21109,43191,66,Ministry of Housing",
"21109,43009,176,Ministry of Housing",
"21109,43070,66,Ministry of Housing",
"21109,43160,77,Ministry of Housing",
"21109,43221,22,Ministry of Housing",
"21109,42979,66,Ministry of Housing",
"21110,42887,1206,Ministry of Energy",
"21110,42948,2814,Ministry of Energy",
"21110,43070,1206,Ministry of Energy",
"21110,42979,3216,Ministry of Energy",
"21110,43040,513,Ministry of Education",
"21110,42948,513,Ministry of Education",
"21110,43101,171,Ministry of Education",
"21110,43132,513,Ministry of Education",
"21110,42917,513,Ministry of Education",
"21110,43221,1026,Ministry of Education",
"21110,42979,114,Ministry of Education",
"21112,42826,15600,Ministry of Energy",
"21112,43191,39000,Ministry of Energy",
"21113,43132,140,Ministry of Energy",
"21114,43132,79212,Ministry of Energy",
"21114,42826,38022,Ministry of Energy",
"21114,43191,19011,Ministry of Energy",
"21114,43101,34854,Ministry of Energy",
"21114,42917,5281,Ministry of Energy",
"21114,43160,24080,Ministry of Energy",
"21114,42887,72234,Ministry of Energy",
"21114,43009,16032,Ministry of Energy",
"21114,42948,21120,Ministry of Energy",
"21114,42856,11088,Ministry of Energy",
"21114,43070,20280,Ministry of Energy",
"21114,43040,6336,Ministry of Energy",
"21114,43221,6336,Ministry of Energy",
"21114,42979,23760,Ministry of Energy",
"21115,43040,3618,Ministry of Energy",
"21115,42917,804,Ministry of Energy",
"21115,42948,1407,Ministry of Energy",
"21115,43101,2412,Ministry of Energy",
"21115,43132,1206,Ministry of Energy",
"21115,43221,1206,Ministry of Energy",
"21115,42979,3015,Ministry of Energy",
"21116,42917,679,Ministry of Energy",
"21116,43132,1746,Ministry of Energy",
"21116,42979,2328,Ministry of Energy",
"21117,43040,522,Ministry of Energy",
"21117,42917,1566,Ministry of Energy",
"21117,42948,261,Ministry of Energy",
"21117,43101,2610,Ministry of Energy",
"21117,43132,3915,Ministry of Energy",
"21117,43221,4176,Ministry of Energy",
"21117,42979,5220,Ministry of Energy",
"21117,42887,549,Ministry of Housing",
"21117,42826,915,Ministry of Housing",
"21117,43040,1098,Ministry of Housing",
"21117,42917,61,Ministry of Housing",
"21117,42856,854,Ministry of Housing",
"21117,42948,1281,Ministry of Housing",
"21117,43101,183,Ministry of Housing",
"21117,43132,366,Ministry of Housing",
"21117,43191,1098,Ministry of Housing",
"21117,43009,1098,Ministry of Housing",
"21117,43070,549,Ministry of Housing",
"21117,43160,915,Ministry of Housing",
"21117,43221,549,Ministry of Housing",
"21117,42979,549,Ministry of Housing",
"21118,43040,3600,Ministry of Health",
"21118,43221,2700,Ministry of Health",
"21119,43040,9440,Ministry of Health",
"21119,42917,3776,Ministry of Health",
"21119,42948,7552,Ministry of Health",
"21119,43101,2832,Ministry of Health",
"21119,43132,25488,Ministry of Health",
"21119,43221,19824,Ministry of Health",
"21119,42979,1888,Ministry of Health",
"21120,43009,1908,Ministry of Energy",
"21120,43101,2250,Ministry of Energy",
"21120,42948,2160,Ministry of Energy",
"21120,42826,126,Ministry of Energy",
"21120,42887,183,Ministry of Energy",
"21120,42979,522,Ministry of Energy",
"21120,42856,486,Ministry of Energy",
"21120,43070,672,Ministry of Energy",
"21120,43132,117,Ministry of Energy",
"21120,43191,180,Ministry of Energy",
"21120,43160,576,Ministry of Energy",
"21120,42917,60,Ministry of Energy",
"21120,43040,504,Ministry of Energy",
"21120,43221,24,Ministry of Energy",
"21121,42887,74,Ministry of Education",
"21121,42826,259,Ministry of Education",
"21121,43040,148,Ministry of Education",
"21121,42917,259,Ministry of Education",
"21121,42856,259,Ministry of Education",
"21121,42948,370,Ministry of Education",
"21121,43101,259,Ministry of Education",
"21121,43132,333,Ministry of Education",
"21121,43191,592,Ministry of Education",
"21121,43009,148,Ministry of Education",
"21121,43070,111,Ministry of Education",
"21121,43160,185,Ministry of Education",
"21121,43221,333,Ministry of Education",
"21121,42979,74,Ministry of Education",
"21122,42826,2500,Ministry of Health",
"21122,43191,3000,Ministry of Health",
"21123,42948,555,Ministry of Education",
"21123,43101,370,Ministry of Education",
"21123,42917,185,Ministry of Education",
"21123,43040,74,Ministry of Education",
"21123,43132,999,Ministry of Education",
"21123,42979,666,Ministry of Education",
"21123,43221,370,Ministry of Education",
"21124,42948,12756,Ministry of Energy",
"21124,43101,15945,Ministry of Energy",
"21124,42917,12756,Ministry of Energy",
"21124,43040,6378,Ministry of Energy",
"21124,43132,19134,Ministry of Energy",
"21124,42979,2126,Ministry of Energy",
"21124,43221,19134,Ministry of Energy",
"21139,43040,30,Ministry of Education",
"21139,42917,5,Ministry of Education",
"21139,42979,5,Ministry of Education",
"21139,42948,120,Ministry of Education",
"21139,43132,45,Ministry of Education",
"21139,43101,75,Ministry of Education",
"21139,43221,100,Ministry of Education",
"21145,43040,54,Ministry of Education",
"21145,42917,216,Ministry of Education",
"21145,42979,180,Ministry of Education",
"21145,42948,144,Ministry of Education",
"21145,43132,378,Ministry of Education",
"21145,43101,162,Ministry of Education",
"21145,43221,162,Ministry of Education",
"21175,42826,520,Ministry of Health",
"21175,43009,3510,Ministry of Health",
"21175,43191,1950,Ministry of Health",
"21194,42917,714,Ministry of Education",
"21194,42979,816,Ministry of Education",
"21194,43132,102,Ministry of Education",
"21197,42887,900,Ministry of Housing",
"21237,42887,17,Ministry of Energy",
"21237,42917,68,Ministry of Energy",
"21237,42856,34,Ministry of Energy",
"21237,43040,153,Ministry of Energy",
"21237,42948,272,Ministry of Energy",
"21237,43009,136,Ministry of Energy",
"21237,43132,459,Ministry of Energy",
"21237,43070,136,Ministry of Energy",
"21237,43101,102,Ministry of Energy",
"21237,42826,204,Ministry of Energy",
"21237,43221,306,Ministry of Energy",
"21237,42979,68,Ministry of Energy",
"21237,43160,306,Ministry of Energy",
"21237,43191,68,Ministry of Energy",
"21238,42917,336,Ministry of Education",
"21238,43040,240,Ministry of Education",
"21238,43132,96,Ministry of Education",
"21238,42948,xxx,Ministry of Education",
"21238,43101,64,Ministry of Education",
"21238,42979,240,Ministry of Education",
"21238,43221,48,Ministry of Education",
"21239,42856,108,Ministry of Health",
"21239,42826,126,Ministry of Health",
"21239,43009,120,Ministry of Health",
"21239,42887,48,Ministry of Health",
"21239,43070,54,Ministry of Health",
"21239,43160,48,Ministry of Health",
"21239,43191,48,Ministry of Health",
"21240,42826,400,Ministry of Energy",
"21240,43191,1000,Ministry of Energy",
"21286,43132,1,Ministry of Health",
"21300,42826,920,Ministry of Health",
"21300,43009,1656,Ministry of Health",
"21300,43191,1656,Ministry of Health",
"21313,42917,250,Ministry of Education",
"21314,42917,26306,Ministry of Energy",
"21314,42856,2806,Ministry of Energy",
"21314,43101,9536,Ministry of Energy",
"21314,42948,11928,Ministry of Energy",
"21314,43160,4300,Ministry of Energy",
"21314,43070,4018,Ministry of Energy",
"21314,43132,5420,Ministry of Energy",
"21314,43191,3798,Ministry of Energy",
"21314,42887,609,Ministry of Energy",
"21314,43221,1000,Ministry of Energy",
"21314,43009,2220,Ministry of Energy",
"21314,42826,1256,Ministry of Energy",
"21314,43040,2384,Ministry of Energy",
"21314,42979,1644,Ministry of Energy",
"21314,43070,1600,Ministry of Education",
"21314,42856,64,Ministry of Housing",
"21314,43040,168,Ministry of Housing",
"21314,43132,80,Ministry of Housing",
"21314,43160,72,Ministry of Housing",
"21314,43221,72,Ministry of Housing",
"21315,43040,3988,Ministry of Health",
"21315,42917,1994,Ministry of Health",
"21315,42948,26919,Ministry of Health",
"21315,43101,17946,Ministry of Health",
"21315,43132,7976,Ministry of Health",
"21315,43221,5982,Ministry of Health",
"21315,42979,20937,Ministry of Health",
"21315,43040,11952,Ministry of Energy",
"21315,42917,7968,Ministry of Energy",
"21315,42948,5976,Ministry of Energy",
"21315,43101,7968,Ministry of Energy",
"21315,43132,5976,Ministry of Energy",
"21315,43221,8964,Ministry of Energy",
"21315,42979,1992,Ministry of Energy",
"21315,42917,874,Ministry of Housing",
"21315,43040,5244,Ministry of Housing",
"21315,42948,4370,Ministry of Housing",
"21315,43101,6118,Ministry of Housing",
"21315,43132,3496,Ministry of Housing",
"21315,43221,9177,Ministry of Housing",
"21315,42979,9177,Ministry of Housing",
"21316,42948,5160,Ministry of Energy",
"21316,43070,2408,Ministry of Energy",
"21316,42979,688,Ministry of Energy",
"21316,42887,1376,Ministry of Energy",
"21317,43101,1905,Ministry of Energy",
"21317,42887,8208,Ministry of Energy",
"21317,43009,2712,Ministry of Energy",
"21317,42917,12750,Ministry of Energy",
"21317,43070,957,Ministry of Energy",
"21317,42948,9390,Ministry of Energy",
"21317,43191,1560,Ministry of Energy",
"21317,43221,3645,Ministry of Energy",
"21317,42826,4851,Ministry of Energy",
"21317,42979,4122,Ministry of Energy",
"21317,43040,3010,Ministry of Energy",
"21317,43132,1580,Ministry of Energy",
"21317,43160,320,Ministry of Energy",
"21317,42856,544,Ministry of Energy",
"21318,42826,30,Ministry of Energy",
"21318,42856,300,Ministry of Energy",
"21318,43191,360,Ministry of Energy",
"21318,43070,150,Ministry of Energy",
"21319,42917,6138,Ministry of Energy",
"21319,43040,1364,Ministry of Energy",
"21319,42948,9548,Ministry of Energy",
"21319,43101,3410,Ministry of Energy",
"21319,43132,682,Ministry of Energy",
"21319,43221,12276,Ministry of Energy",
"21319,42979,6820,Ministry of Energy",
"21320,43040,1524,Ministry of Energy",
"21320,42917,1905,Ministry of Energy",
"21320,42948,508,Ministry of Energy",
"21320,43101,508,Ministry of Energy",
"21320,43132,1143,Ministry of Energy",
"21320,43221,1143,Ministry of Energy",
"21320,42979,889,Ministry of Energy",
"21320,42826,406,Ministry of Housing",
"21320,42856,406,Ministry of Housing",
"21320,43191,261,Ministry of Housing",
"21320,43009,116,Ministry of Housing",
"21320,43160,145,Ministry of Housing",
"21320,43070,522,Ministry of Housing",
"21320,42887,783,Ministry of Housing",
"21322,42948,1350,Ministry of Energy",
"21322,42979,2700,Ministry of Energy",
"21323,43040,2415,Ministry of Energy",
"21323,42856,2254,Ministry of Energy",
"21323,43132,483,Ministry of Energy",
"21323,43160,483,Ministry of Energy",
"21323,43221,483,Ministry of Energy",
"21324,42917,2616,Ministry of Energy",
"21324,43040,872,Ministry of Energy",
"21324,42948,1962,Ministry of Energy",
"21324,43101,3270,Ministry of Energy",
"21324,43132,436,Ministry of Energy",
"21324,43221,2289,Ministry of Energy",
"21324,42979,327,Ministry of Energy",
"21325,42948,8250,Ministry of Health",
"21325,42979,1100,Ministry of Health",
"21326,42917,7742,Ministry of Energy",
"21326,43040,11613,Ministry of Energy",
"21326,42948,4977,Ministry of Energy",
"21326,43101,7742,Ministry of Energy",
"21326,43132,3318,Ministry of Energy",
"21326,43221,16590,Ministry of Energy",
"21326,42979,14931,Ministry of Energy",
"21328,42917,20916,Ministry of Health",
"21330,42917,3598,Ministry of Health",
"21330,43132,1028,Ministry of Health",
"21330,42979,6168,Ministry of Health",
"21331,43070,1100,Ministry of Health",
"21331,42887,2970,Ministry of Health",
"21331,42826,150,Ministry of Energy",
"21331,43191,100,Ministry of Energy",
"21331,43009,75,Ministry of Energy",
"21332,42948,228,Ministry of Health",
"21332,43101,456,Ministry of Health",
"21332,42917,2052,Ministry of Health",
"21332,43040,228,Ministry of Health",
"21332,43132,798,Ministry of Health",
"21332,43221,228,Ministry of Health",
"21332,42979,1026,Ministry of Health",
"21333,42948,27864,Ministry of Energy",
"21333,43070,34830,Ministry of Energy",
"21333,42887,9288,Ministry of Energy",
"21333,42979,34830,Ministry of Energy",
"21334,43101,528,Ministry of Energy",
"21334,42917,2112,Ministry of Energy",
"21334,42826,1056,Ministry of Energy",
"21334,43191,440,Ministry of Energy",
"21334,43009,264,Ministry of Energy",
"21335,43101,910,Ministry of Energy",
"21335,42917,1092,Ministry of Energy",
"21335,42826,819,Ministry of Energy",
"21335,43191,910,Ministry of Energy",
"21335,43009,819,Ministry of Energy",
"21336,42856,360,Ministry of Energy",
"21337,42826,1400,Ministry of Housing",
"21337,43191,1800,Ministry of Housing",
"21338,42948,25968,Ministry of Energy",
"21338,42979,9738,Ministry of Energy",
"21339,43132,1800,Ministry of Energy",
